SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
56422,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048889, -118.439328)"
56423,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048906, -118.439268)"
56424,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048928, -118.439185)"
56425,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048944, -118.439124)"
56426,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048966, -118.439043)"
56427,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048983, -118.438983)"
56428,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049009, -118.438899)"
56429,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049025, -118.438838)"
56430,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049047, -118.438762)"
56431,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049065, -118.438697)"
56432,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049088, -118.438612)"
56433,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049105, -118.438552)"
56434,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049129, -118.43847)"
56435,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049145, -118.438409)"
56436,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049169, -118.438323)"
56437,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049185, -118.438262)"
56438,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049209, -118.438182)"
56439,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049227, -118.438118)"
56440,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049251, -118.438038)"
56441,10900 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049267, -118.437977)"
56444,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049369, -118.437504)"
56445,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049385, -118.437444)"
56446,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049408, -118.437363)"
56447,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049424, -118.437302)"
56448,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049447, -118.437216)"
56449,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049463, -118.437155)"
56450,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049486, -118.43707)"
56451,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049502, -118.43701)"
56454,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.04993, -118.435308)"
56455,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049943, -118.435247)"
56456,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049962, -118.435157)"
56457,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050008, -118.434975)"
56458,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050042, -118.43485)"
56459,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050097, -118.43466599999999)"
56460,1801 S MALCOLM AVE,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050117, -118.434608)"
56463,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050264, -118.434252)"
56464,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050289, -118.434202)"
56465,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050331, -118.434126)"
56466,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050358, -118.434078)"
56467,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.0504, -118.434005)"
56468,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050432, -118.433952)"
56469,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050476, -118.433883)"
56470,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050507, -118.433836)"
56473,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050086, -118.434913)"
56474,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050101, -118.434856)"
56475,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050126, -118.434773)"
56476,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050143, -118.434715)"
56477,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050176, -118.434627)"
56478,10800 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050198, -118.43457)"
56479,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05023, -118.434491)"
56480,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050255, -118.434435)"
56481,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050288, -118.434358)"
56482,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050314, -118.434302)"
56483,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05035, -118.434226)"
56484,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050378, -118.434173)"
56485,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050416, -118.434101)"
56486,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050446, -118.434048)"
56487,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05049, -118.433978)"
56488,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050523, -118.433928)"
56489,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050564, -118.433862)"
56490,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050598, -118.433813)"
56491,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050646, -118.433744)"
56492,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05068, -118.433694)"
56493,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050731, -118.433621)"
56496,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05096, -118.433182)"
56497,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050991, -118.433138)"
56498,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05112, -118.432946)"
56601,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051448, -118.432468)"
56602,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051481, -118.43242)"
56603,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051526, -118.432353)"
56604,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051559, -118.432303)"
56605,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051606, -118.432234)"
56606,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.051641, -118.432186)"
56607,10700 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.051686, -118.432118)"
56610,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051963, -118.431719)"
56611,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052041, -118.431604)"
56612,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052076, -118.431552)"
56613,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052124, -118.431481)"
56614,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052221, -118.431342)"
56617,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05254, -118.430881)"
56618,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052573, -118.430833)"
56619,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052657, -118.43071)"
56620,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052687, -118.43066)"
56621,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052784, -118.430491)"
56622,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052812, -118.430437)"
56623,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052854, -118.430363)"
56624,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052881, -118.430312)"
56627,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053078, -118.429992)"
56628,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053111, -118.429943)"
56629,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053159, -118.429874)"
56630,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053192, -118.429824)"
56631,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053235, -118.429763)"
56632,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05327, -118.429712)"
56633,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053396, -118.429527)"
56636,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053504, -118.429541)"
56637,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05347, -118.429591)"
56638,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053423, -118.429658)"
56639,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05339, -118.429707)"
56640,10600 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053344, -118.429774)"
56801,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.054864, -118.427392)"
56802,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.054894, -118.42735)"
56803,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.054942, -118.427281)"
56804,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.054975, -118.427232)"
56805,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055021, -118.427165)"
56806,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055054, -118.427116)"
56807,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055102, -118.427049)"
56808,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055135, -118.427)"
56809,10500 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055207, -118.426895)"
56815,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055496, -118.426477)"
56816,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055541, -118.426409)"
56817,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055574, -118.42636)"
56818,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055621, -118.426292)"
56819,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055655, -118.426244)"
56820,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055702, -118.426178)"
56821,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055735, -118.426128)"
56822,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055782, -118.426059)"
56823,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.055814, -118.426012)"
56826,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056063, -118.425648)"
56827,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056099, -118.425598)"
56828,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056143, -118.425533)"
56829,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056176, -118.425483)"
56830,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056221, -118.42542)"
56833,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056518, -118.425156)"
56834,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056485, -118.425203)"
56835,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056442, -118.425266)"
56836,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056414, -118.425308)"
56837,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056359, -118.425388)"
56838,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056324, -118.42544)"
56839,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056277, -118.425508)"
56840,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056244, -118.425555)"
56843,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056868, -118.424467)"
56844,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056902, -118.424418)"
56845,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056946, -118.424352)"
56846,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056979, -118.424302)"
56847,10400 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.057021, -118.424231)"
56850,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.057881, -118.422996)"
56851,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.057914, -118.422952)"
56852,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.057962, -118.422885)"
56853,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.057995, -118.422839)"
56854,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058042, -118.422774)"
56855,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058077, -118.422725)"
56856,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058213, -118.422535)"
56857,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058246, -118.422489)"
56858,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058295, -118.422422)"
56859,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058329, -118.422373)"
56860,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058376, -118.422308)"
56861,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058411, -118.42226)"
56862,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058458, -118.422192)"
56863,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058493, -118.422144)"
56864,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.058537, -118.422083)"
56865,10300 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05857, -118.422036)"
61111,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.997217, -118.478897)"
61112,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.997177, -118.478857)"
61113,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.997106, -118.478788)"
61114,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.997058, -118.478741)"
61115,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.997006, -118.478687)"
61116,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996964, -118.478645)"
61117,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996913, -118.478594)"
61118,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996868, -118.47855)"
61121,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996677, -118.478366)"
61122,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996625, -118.478314)"
61123,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.99658, -118.478269)"
61124,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996527, -118.478216)"
61125,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996485, -118.478172)"
61126,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996427, -118.478116)"
61127,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996386, -118.478075)"
61128,201 S MAIN ST,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,10A-12P Mon,"(33.996329, -118.478016)"
61141,201 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Tue,"(33.996416, -118.477276)"
61142,201 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Tue,"(33.996387, -118.47733)"
61143,201 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Tue,"(33.996349, -118.477402)"
61144,201 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Tue,"(33.996321, -118.477456)"
61211,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.996326, -118.477774)"
61212,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.996369, -118.477818)"
61213,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.996422, -118.477871)"
61214,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.996467, -118.477916)"
61215,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.9968, -118.47825)"
61216,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.996841, -118.47829)"
61217,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.996983, -118.478431)"
61218,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.997022, -118.478471)"
61219,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.997077, -118.478527)"
61220,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.997117, -118.478566)"
61221,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.997168, -118.478617)"
61222,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.997213, -118.478664)"
61223,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.997274, -118.478721)"
61224,200 S MAIN ST,Multi-Space,FLAT,$1.00,1HR,8A-6P Daily,10A-12P Tue,"(33.997318, -118.478767)"
61241,200 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Mon,"(33.996212, -118.477459)"
61242,200 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Mon,"(33.996253, -118.477382)"
61243,200 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Mon,"(33.996282, -118.477326)"
61244,200 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Mon,"(33.996323, -118.477253)"
61245,200 E ROSE AVE,Multi-Space,FLAT,$1.00,2HR,8A-6P Daily,8A-10A Mon,"(33.99635, -118.477201)"
61321,1401 S MAIN ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,10A-12P Mon,"(33.988695, -118.471677)"
61322,1501 S MAIN ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,10A-12P Mon,"(33.988649, -118.471642)"
61323,1501 S MAIN ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,10A-12P Mon,"(33.98859, -118.471597)"
61324,1501 S MAIN ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,10A-12P Mon,"(33.988546, -118.471562)"
61325,1501 S MAIN ST,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,10A-12P Mon,"(33.988483, -118.471515)"
61331,101 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,,"(33.988243, -118.471504)"
61332,101 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,,"(33.98817, -118.471619)"
61333,101 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,,"(33.988143, -118.471666)"
61334,101 E WINDWARD AVE,Multi-Space,SEASONAL,$1 - FW/$2 - SS,1HR,8A-6P Daily,,"(33.988099, -118.471738)"
